900,練馬春日町
901,光が丘
902,京成高砂
903,新柴又
904,浜松町
905,天王洲アイル
906,大井競馬場前
907,流通センター
908,昭和島
909,整備場
910,天空橋
911,羽田空港国際線ビル
912,新整備場
913,羽田空港第１ビル
914,羽田空港第２ビル
915,新橋
916,汐留
917,竹芝
918,日の出
919,芝浦ふ頭
920,お台場海浜公園
921,台場
922,船の科学館
923,テレコムセンター
924,青海
925,国際展示場正門
926,有明
927,有明テニスの森
928,市場前
929,新豊洲
930,豊洲
931,新木場
932,東雲
933,国際展示場
934,東京テレポート
935,天王洲アイル
936,品川シーサイド
937,大井町
938,大崎
939,上北台
940,桜街道
941,玉川上水
942,砂川七番
943,泉体育館
944,立飛
945,高松
946,立川北
947,立川南
948,柴崎体育館
949,甲州街道
950,万願寺
951,高幡不動
952,程久保
953,多摩動物公園
954,中央大学・明星大学
955,大塚・帝京大学
956,松が谷
957,多摩センター
958,赤羽岩淵
959,秋葉原
960,新御徒町
961,浅草
962,南千住
963,北千住
964,青井
965,六町
966,清滝
967,高尾山
968,滝本
969,御岳山
